Name,Members FTE,Lobbying cost,Interest represented,EP passes on 2026-05-25,all EP passes,Meetings,country,gdp_usd,population,inflation_rate,gdp_per_capita,lobbying_gdp_ratio
RESEAU VRAC ET REEMPLOI,0.75,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,1.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,17.890443764540144
NTT DATA ROMANIA,2.0,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Romania,295319437556.988,19048502.0,13.7954887432521,15503.551804597966,169.30819188070365
Algemene Nederlandse Vereniging van Reisondernemingen,0.75,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Netherlands,1046540797548.64,17700982.0,10.0012078753473,59123.31855648687,47.77644609471247
Industrieverband Garten e.V.,1.75,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,11.901866615659788
BeeBeeOne,0.25,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Netherlands,1046540797548.64,17700982.0,10.0012078753473,59123.31855648687,47.77644609471247
TBS Ltd.,2.0,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Bulgaria,90506153293.6733,6465097.0,15.3252589264367,13999.194953095568,552.4486256504637
European Road Hauliers Association,1.1,50000,Promotes their own interests or the collective interests of their members,1.0,6.0,3.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,84.59009066100487
Federation of Small Businesses,0.6,50000,Promotes their own interests or the collective interests of their members,0.0,32.0,12.0,United Kingdom,3181244350465.41,67604000.0,7.92204883147902,47057.0432291789,15.717120249717723
Raritex Trade Ltd,0.5,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Cyprus,31218038929.0919,1331370.0,8.39548297993334,23448.05645995621,1601.6380821860434
Verband Internet Reisevertrieb e.V.,0.75,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,1.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,11.901866615659788
"Slovenské elektrárne, a.s.",1.75,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,5.0,,,,,,
AVE UZHHOROD LLC,2.0,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Ukraine,161989520721.19,41048766.0,20.1836366617478,3946.2701685402676,308.66194169472254
Fédération Européenne pour la Santé Animale et la Sécurité Sanitaire,1.75,50000,Promotes their own interests or the collective interests of their members,2.0,21.0,6.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,84.59009066100487
Norge Mineraler AS,0.5,50000,Promotes their own interests or the collective interests of their members,0.0,2.0,3.0,Norway,596297651035.798,5457127.0,5.76412317852272,109269.52058029766,83.85074117455866
Osivax,0.2,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,1.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,17.890443764540144
Nanotechnology Industries Association aisbl,0.45,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,84.59009066100487
American Airlines,1.0,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,United States,25604848907611.0,334017321.0,8.00279982052121,76657.24888444034,1.9527551277655686
Verein Deutscher Zementwerke e.V.,1.0,50000,Promotes their own interests or the collective interests of their members,0.0,23.0,1.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,11.901866615659788
VISDA - Visuelle Rettigheder i Danmark S/I,0.3,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Denmark,400114306337.077,5903037.0,7.69656699889259,67781.09409395147,124.96428947451184
Sustainable Flight Solutions Ltd,1.75,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Ireland,548341794599.09,5212836.0,7.82945736434105,105190.68595273091,91.18400328495218
JobRad Holding SE,0.6,50000,Promotes their own interests or the collective interests of their members,1.0,2.0,1.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,11.901866615659788
Datenschaz Deutschland,0.1,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,11.901866615659788
Danone,2.5,50000,Promotes their own interests or the collective interests of their members,2.0,33.0,39.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,17.890443764540144
Conscious Advertising Network,0.2,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,United Kingdom,3181244350465.41,67604000.0,7.92204883147902,47057.0432291789,15.717120249717723
EuroGOOS AISBL,1.85,50000,Promotes their own interests or the collective interests of their members,0.0,10.0,0.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,84.59009066100487
FNCuma,0.6,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,1.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,17.890443764540144
SOLAR MATERIALS GmbH,0.2,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,11.901866615659788
BeonD Srl,1.25,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,1.0,Italy,2104067630319.46,59013667.0,8.20128991161718,35653.90421034944,23.76349470877441
SK Telecom,1.25,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,3.0,,,,,,
Unione Italiana Cooperative,1.75,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Italy,2104067630319.46,59013667.0,8.20128991161718,35653.90421034944,23.76349470877441
Cooperatie SURF U.A.,1.0,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Netherlands,1046540797548.64,17700982.0,10.0012078753473,59123.31855648687,47.77644609471247
France Renouvelables,1.0,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,17.890443764540144
Verband Deutscher Mineralbrunnen e.V.,1.35,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,11.901866615659788
Association Française des Parcs Zoologiques,0.5,50000,Promotes their own interests or the collective interests of their members,0.0,1.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,17.890443764540144
Infrastrutture Wireless Italiane s.p.a.,0.75,50000,Promotes their own interests or the collective interests of their members,1.0,7.0,4.0,Italy,2104067630319.46,59013667.0,8.20128991161718,35653.90421034944,23.76349470877441
Stowarzyszenie Polskie Forum Zarządzania Środowiskowego,1.2,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Poland,695607470875.276,36821749.0,14.4294507575758,18891.21211692785,71.87961902865347
Associação Portuguesa dos Industriais Grandes Consumidores de Energia Eléctrica,1.0,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,1.0,Portugal,256898677175.024,10434332.0,7.83269124233323,24620.519758718045,194.6292622049401
ATMOS Space Cargo GmbH,1.0,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,1.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,11.901866615659788
Magyar Gazdakörök és Gazdaszövetkezetek Szövetsége,3.0,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Hungary,177002580544.155,9605074.0,14.6081439492433,18428.02882561394,282.48175730707504
Bundesverband der Schuh- und Lederwarenindustrie,0.35,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,11.901866615659788
Quimidroga S.A.,0.25,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Spain,1448850658406.62,47786102.0,8.39057634118626,30319.49871966163,34.51011304021335
Christelijk Nationaal Vakverbond,1.25,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Netherlands,1046540797548.64,17700982.0,10.0012078753473,59123.31855648687,47.77644609471247
Alliance for the Freedom of Car Repair,1.5,50000,Promotes their own interests or the collective interests of their members,0.0,1.0,20.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,84.59009066100487
VIRBAC,0.35,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,17.890443764540144
Ledger SAS,1.0,50000,Promotes their own interests or the collective interests of their members,2.0,9.0,4.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,17.890443764540144
VICAT S.A.,0.6,50000,Promotes their own interests or the collective interests of their members,2.0,2.0,5.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,17.890443764540144
GROUPE LACROIX,0.1,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,17.890443764540144
Arc Bio Communications,0.3,50000,Advances interests of their clients,0.0,0.0,0.0,United Kingdom,3181244350465.41,67604000.0,7.92204883147902,47057.0432291789,15.717120249717723
Garmin Ltd.,0.2,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Switzerland,828508926958.393,8777088.0,2.83502798644451,94394.51068035241,60.34937991985084
DVKG Deutsche Visa uns Konsular Gesellschaft mbH,1.0,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,11.901866615659788
Lubrizol,0.75,50000,Promotes their own interests or the collective interests of their members,1.0,9.0,3.0,United States,25604848907611.0,334017321.0,8.00279982052121,76657.24888444034,1.9527551277655686
Society for Corporate Governance,0.2,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,1.0,United States,25604848907611.0,334017321.0,8.00279982052121,76657.24888444034,1.9527551277655686
TIAO SA,0.7,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,1.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,84.59009066100487
HUPX Hungarian Power Exchange Company Limited by Shares,1.4,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Hungary,177002580544.155,9605074.0,14.6081439492433,18428.02882561394,282.48175730707504
Sulapac Oy,0.1,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,1.0,Finland,280253099309.34,5556106.0,7.12350773301402,50440.56022497411,178.41015897137535
Zebra Technologies Corporation,0.2,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,2.0,United States,25604848907611.0,334017321.0,8.00279982052121,76657.24888444034,1.9527551277655686
Konfederácia odborových zväzov Slovenskej republiky,1.35,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,,,,,,
Grünenthal GmbH,0.1,50000,Promotes their own interests or the collective interests of their members,0.0,12.0,0.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,11.901866615659788
CONSEJO GENERAL DE COLEGIOS DE GESTORES ADMINISTRATIVOS DE ESPAÑA,0.9,50000,Promotes their own interests or the collective interests of their members,0.0,6.0,0.0,Spain,1448850658406.62,47786102.0,8.39057634118626,30319.49871966163,34.51011304021335
Biologische Heilmittel Heel GmbH,0.45,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,11.901866615659788
"NOVIS Insurance Company, NOVIS Versicherungsgesellschaft, NOVIS Compagnia di Assicurazioni, NOVIS Poisťovňa a.s.",0.1,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,,,,,,
Milcherzeugergemeinschaft Milch Board,1.0,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,11.901866615659788
SCR-Sibelco NV,0.75,50000,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,84.59009066100487
Embuild,1.0,50000,Promotes their own interests or the collective interests of their members,1.0,13.0,0.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,84.59009066100487
